"INSTRUCTIONID"|"ENTRYDATE"|"FILESTATUS"|"TOTAL_NUMBER_OF_PAYMENTS"|"PAYMENTSCOMPLETED"|"PAYMENTSREJECTED"|"PAYMENTSPENDING"|"FILEPROCESSINGSERVER"|"FILEHASH"|"FIELDHASH"|"DESCRIPTION"|"OPTIMIZEDSTORAGE"|"ISDATACOMPUTATION"|"TRANSPORTTYPE"|"TRANSPORTNAME"|"TRANSPORTINFO"|"INPUTREFERENCECODE"|"INSTRUCTIONTYPE"|"PARTYCODE"|"SERVICECODE"|"DEPARTMENTCODE"|"OFFICECODE"|"BRANCHCODE"|"UNSTRUCTUREDINFO"|"FILEMETADATA"|"ORIGINSTRID"|"RELATEDINSTRUCTIONID"|"RELATIONSHIP"|"ENCRYPTEDINSTRUCTIONID"|"SOURCEREFERENCECODE"|"INSTRUCTIONFORMAT"|"ORIGINALINSTRUCTIONREFERENCEID"|"INSTRUCTIONFIELDLIST"|"ORIGINALINSTRUCTIONKEY"|"MESSAGEORIGIN"|"CONTROLSUM"|"BATCHESRECEIVED"|"BATCHESCOMPLETED"|"BATCHESREJECTED"|"BATCHESPENDING"|"FILEMATCHINGSTATUS"|"INPUTHEADERSLIST"|"ORIGINAL_FINANCIAL_ENTITY_NAME"|"CREDIT_VALUE"|"DEBIT_VALUE"|"CYCLE"|"REGISTRO_DE_ENCABEZADO_ARCHIVO"|"REGISTRO_DE_CONTROL_DE_ARCHIVO"|"RJCTFLGFORSOFT"|"FILENAME"|"UPLOADEDBY"|"VALUEDEBITSORIGINALFILE"|"VALUECREDITSORIGINALFILE"|"VALUEDEBITSDONOTREQUIREAUTH"|"VALUEAUTHORIZEDDEBITS"|"VALUEDEBITSPROCESSED"|"VALUEDEBITSREQUIREAUTH"|"VALUECREDITSREQUIREAUTH"|"VALUECREDITSDONOTREQUIREAUTH"|"VALUEAUTHORIZEDCREDITS"|"VALUECREDITSPROCESSED"
"107226"|06-JUL-22 05.07.37.038000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001001.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001001.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T17:07:37.037"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANPOPULAR_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANPOPULAR_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANPOPULAR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"712977ef-0910-4ff1-b13b-c4e608fbcd44"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001001.002.1.env"|""|""|""||||||||
"107090"|06-JUL-22 05.08.56.500000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001002.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001002.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T17:08:56.499"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANPOPULAR_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANPOPULAR_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANPOPULAR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"da4048e1-9739-4005-ab10-397d37c3d736"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001002.001.1.env"|""|""|""||||||||
"107227"|06-JUL-22 05.15.18.821000000 PM|"COMPLETED"|17104|17104|0|1|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001019.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001019.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T17:15:18.820"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCOLPATR_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANCOLPATR_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANCOLPATR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"691672af-47bf-478a-b0f6-37284e7ee824"|""||16630|16630|||""|(BLOB)|"COLPATRIA"|29296288972.98|421674423|"20220705-1"|(BLOB)|(BLOB)||"0001019.002.1.env"|"vgaviria@achcolombia.com.co"|"421674423.0"|"29296288972.98"|421674423|0|421674423|0|3000000000|26296288972.98|3000000000|29296288972.98
"107222"|06-JUL-22 03.51.29.883000000 PM|"COMPLETED"|13|13|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001805.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001805.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:51:29.878"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBTG_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANBTG_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANBTG"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"28584829-e77a-42cd-8693-2cb97e27c62e"|""||13|13|||""|(BLOB)|"BTG"|2105500|0|"20220705-1"|(BLOB)|(BLOB)||"0001805.001.1.env"|"kdelgadillo@achcolombia.com.co"|"0.0"|"2105500.0"|0|0|0|0|0|2105500|0|2105500
"107224"|06-JUL-22 04.20.01.720000000 PM|"COMPLETED"|84433|84433|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001007.005.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001007.005.1.env"",
    ""TransportArrivalTime"":""2022-07-06T16:20:01.715"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOLO_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOLO_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOLO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"96c6e14d-7cc9-4c28-b767-e927124fc172"|""||29945|29945|||""|(BLOB)|"BANCOLOMBIA"|367110194303.59|6985568772|"20220705-1"|(BLOB)|(BLOB)||"0001007.005.1.env"|"kdelgadillo@achcolombia.com.co"|"6985568772.0"|"367110194303.59"|6985568772|0|6985568772|0|0|367110194303.59|0|367110194303.59
"107225"|06-JUL-22 04.20.08.337000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"101:El archivo ya había sido enviado. No se cargó su información.|"|1|""|"UPLOAD"|"0001007.005.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001007.005.1.env"",
    ""TransportArrivalTime"":""2022-07-06T16:20:08.336"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOLO_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOLO_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOLO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"2e3c2b8a-e7b2-40b9-93c1-886e3a88fc04"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001007.005.1.env"|""|""|""||||||||
"107228"|06-JUL-22 05.23.48.162000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"101:El archivo ya había sido enviado. No se cargó su información.|"|1|""|"UPLOAD"|"0001032.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001032.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T17:23:48.161"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCAJASO_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANCAJASO_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANCAJASO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"c6066677-ebae-4b00-a154-18e15263a937"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001032.002.1.env"|""|""|""||||||||
"107229"|06-JUL-22 09.25.15.008000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001001.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001001.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANBOGOTA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001001"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107093"|06-JUL-22 09.25.17.447000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001012.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001012.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANSUDAMER"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001012"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107094"|06-JUL-22 09.25.18.634000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001019.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001019.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANCOLPATR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001019"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107095"|06-JUL-22 09.25.19.815000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001023.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001023.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANOCCIDEN"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001023"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107096"|06-JUL-22 09.25.21.023000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001051.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001051.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANDAVIVIE"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001051"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107234"|06-JUL-22 09.25.21.044000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001040.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001040.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANBANCOA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001040"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
